ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),PROXIMITY (i),ATMOSPHERIC PRESSURE (atm),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Altitude-atmospheric pressure ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
0.4167,7.3336,7.1563,1.0194,7.391,6.3643,-0.6694,-0.0733,0.7078,0.0,0.0792,-0.0098,445.0095,-21.0,56.85,-53.4,8.15,-48.7,-10.08,2.0,0.97685,69.276,35.779266,-78.684,267.74,NaN,,56.05,22.580645,347.4,16 / 20,425921,2018-03-12 16:28:24:815
0.7377,7.803,6.9839,0.9576,7.296,6.4824,-0.4226,0.2543,1.0014,0.0,-2.0E-4,-0.0194,418.9642,-21.6,57.0,-53.25,9.87,-48.01,-8.59,2.0,0.97681,68.605,35.779266,-78.684,267.74,NaN,,56.05,22.580645,347.4,16 / 20,426421,2018-03-12 16:28:25:315
1.3077,7.6114,6.0977,0.9411,7.2731,6.5105,0.3774,0.2864,-0.3917,-0.0496,0.0307,-0.0087,440.7754,-20.55,56.7,-53.25,9.44,-47.87,-8.23,2.0,0.97679,70.544,35.779266,-78.684,267.74,NaN,,56.05,22.580645,347.4,16 / 20,426921,2018-03-12 16:28:25:815
1.4849,7.4485,6.7396,0.8504,7.2106,6.592,-0.2269,-0.3528,0.0207,0.0266,-0.0077,-0.0023,442.5118,-19.5,57.0,-52.5,8.67,-47.33,-7.35,2.0,0.97676,68.342,35.779266,-78.684,267.74,NaN,,56.05,22.580645,347.4,16 / 20,427420,2018-03-12 16:28:26:314
1.2598,7.2809,6.3037,1.0618,7.3912,6.3571,0.1886,-0.1153,-0.0572,0.1006,-0.0705,0.0493,433.3657,-22.05,56.4,-53.4,9.33,-48.91,-9.48,2.0,0.97675,68.834,35.779266,-78.684,267.74,NaN,,56.05,22.580645,347.4,16 / 20,427921,2018-03-12 16:28:26:815
2.5866,8.1622,6.2654,1.1451,7.3962,6.3368,0.4927,0.1486,0.2946,0.1124,-0.1089,0.0509,431.3973,-20.7,55.8,-52.65,8.25,-49.01,-10.05,2.0,0.97674,65.595,35.779266,-78.684,267.74,NaN,,56.05,22.580645,347.4,16 / 20,428420,2018-03-12 16:28:27:314
2.1986,7.6257,6.6869,1.1048,7.4048,6.334,1.5273,0.6452,0.0846,-0.0155,0.0104,0.0025,426.671,-21.15,57.0,-52.05,8.47,-49.01,-9.92,2.0,0.97674,68.577,35.779266,-78.684,267.74,NaN,,56.05,22.580645,347.4,16 / 20,428921,2018-03-12 16:28:27:815
2.6776,8.4544,6.069,1.0841,7.3861,6.3593,0.8309,0.1498,0.4445,-0.0256,-0.0316,-0.0588,415.445,-20.85,55.95,-53.25,8.51,-48.87,-9.67,2.0,0.97673,69.725,35.779266,-78.684,267.74,NaN,,56.05,22.580645,347.4,16 / 20,429421,2018-03-12 16:28:28:315
2.9219,9.3789,5.8103,1.0044,7.4434,6.3053,1.8626,1.8626,-0.4428,-0.0203,-0.0588,-0.0524,397.1528,-19.5,56.25,-53.25,7.57,-49.38,-9.05,2.0,0.97671,71.715,35.779266,-78.684,267.74,NaN,,56.05,22.580645,347.4,16 / 20,429920,2018-03-12 16:28:28:814
2.601,8.967,5.7959,1.1453,7.5262,6.1818,0.8952,0.9094,-0.0674,-0.0363,-0.0508,-0.0572,392.4731,-22.05,55.35,-51.0,9.13,-50.13,-10.5,2.0,0.97671,67.727,35.779266,-78.684,267.74,NaN,,56.05,22.580645,347.4,16 / 20,430420,2018-03-12 16:28:29:314
2.2705,8.3778,5.3122,1.2654,7.5717,6.1023,0.8258,0.7449,-0.7257,0.0047,-0.0721,-0.0582,395.9457,-21.3,54.75,-51.45,7.53,-50.5,-11.77,2.0,0.97666,67.652,35.779266,-78.684,267.74,NaN,,56.05,22.580645,347.4,16 / 20,430921,2018-03-12 16:28:29:815
2.3327,8.6987,5.1493,1.3063,7.5761,6.0882,0.6802,0.9212,-0.4414,-0.0219,-0.0732,-0.0502,406.6425,-21.9,57.0,-50.4,8.46,-50.36,-11.57,2.0,0.97663,66.103,35.779266,-78.684,267.74,NaN,,56.05,22.580645,347.4,16 / 20,431420,2018-03-12 16:28:30:314
0.273,7.0605,6.4618,1.2531,7.585,6.0884,-0.5052,-0.0646,-0.0752,-0.0762,-0.0429,-0.0614,402.9376,-21.9,53.85,-49.5,8.63,-50.66,-11.63,2.0,0.97659,65.356,35.779266,-78.684,267.74,NaN,,56.05,22.580645,347.4,16 / 20,431921,2018-03-12 16:28:30:815
1.231,7.9946,5.6475,1.3144,7.6661,5.9727,1.2859,1.3571,-1.6213,-0.0959,-0.0365,-0.0881,383.3919,-21.6,52.8,-50.85,7.92,-51.42,-12.41,2.0,0.97655,66.866,35.779266,-78.684,267.74,NaN,,56.05,22.580645,347.4,16 / 20,432421,2018-03-12 16:28:31:315
1.7436,8.0616,5.0966,1.3523,7.7087,5.9092,0.3881,0.3929,-0.8194,0.0047,-0.062,-0.0604,361.8128,-21.6,53.85,-49.2,8.0,-51.82,-12.89,2.0,0.97651,66.252,35.779266,-78.684,267.74,NaN,,56.05,22.580645,347.4,16 / 20,432921,2018-03-12 16:28:31:815
2.3663,8.4736,4.3254,1.4478,7.848,5.6994,0.5515,0.5477,-0.9287,-0.0448,-0.1185,-0.0545,377.4216,-21.9,51.0,-47.55,8.8,-52.4,-12.43,2.0,0.97646,72.35,35.779266,-78.684,267.74,NaN,,56.05,22.580645,347.4,16 / 20,433421,2018-03-12 16:28:32:315
2.3327,8.6891,4.6847,1.4139,7.9063,5.6269,0.5401,0.8972,-0.5131,0.0031,-0.0509,-0.1003,372.166,-24.0,50.7,-47.1,9.05,-53.42,-14.54,2.0,0.97642,70.114,35.779266,-78.684,267.74,NaN,,56.05,22.580645,347.4,16 / 20,433921,2018-03-12 16:28:32:815
2.6968,9.9537,6.1935,1.4685,7.934,5.5737,1.3694,2.3703,0.0668,0.0794,-0.1037,-0.0513,371.9339,-23.4,50.55,-48.6,7.61,-54.0,-14.76,2.0,0.97637,69.712,35.779266,-78.684,267.74,NaN,,56.05,22.580645,347.4,16 / 20,434420,2018-03-12 16:28:33:314
1.5568,7.8317,5.0631,1.4463,7.9172,5.6033,0.1752,-0.0168,-0.5626,-0.0458,-0.0707,-0.0555,389.7895,-21.9,50.4,-48.0,7.42,-53.84,-14.47,2.0,0.97635,67.693,35.779266,-78.684,267.74,NaN,,56.05,22.580645,347.4,16 / 20,434921,2018-03-12 16:28:33:815
2.5723,8.7945,4.4116,1.5861,8.0062,5.4365,0.3883,0.7933,0.5615,-0.0969,-0.0973,-0.0827,377.4216,-21.9,47.85,-45.15,7.14,-54.73,-16.26,2.0,0.97631,70.172,35.779266,-78.684,267.74,NaN,,56.05,22.580645,347.4,16 / 20,435420,2018-03-12 16:28:34:314
4.1242,8.5454,3.9757,1.8747,7.9932,5.3633,1.7722,0.1232,-0.8382,-0.0458,-0.0968,-0.0827,381.312,-24.15,50.1,-44.1,8.43,-55.1,-16.87,2.0,0.97632,68.91,35.779266,-78.684,267.74,NaN,,56.05,22.580645,347.4,16 / 20,435920,2018-03-12 16:28:34:814
2.1172,7.3958,4.8475,1.9153,8.0675,5.2362,0.6325,-0.2828,-0.1636,-0.0378,-0.1309,-0.0715,325.5535,-22.05,49.8,-44.4,5.25,-54.89,-19.19,2.0,0.97631,70.109,35.779266,-78.684,267.74,NaN,,56.05,22.580645,347.4,16 / 20,436421,2018-03-12 16:28:35:315
2.6824,7.7168,5.2499,1.959,8.0164,5.2981,0.4941,-0.54,-0.0474,-0.0793,-0.0611,-0.0784,325.5535,-21.9,49.95,-44.7,4.14,-54.83,-20.29,2.0,0.97634,67.405,35.779266,-78.684,267.74,NaN,,56.05,22.580645,347.4,16 / 20,436920,2018-03-12 16:28:35:814
0.8383,6.7156,5.7385,2.0032,8.0268,5.2657,-0.2729,-0.2869,0.1685,-0.0197,-0.0771,4.0E-4,323.585,-25.35,49.35,-42.6,6.74,-54.94,-20.83,2.0,0.97634,69.195,35.779266,-78.684,267.74,NaN,,56.05,22.580645,347.4,16 / 20,437420,2018-03-12 16:28:36:314
2.9411,8.5119,5.5277,1.8531,7.9026,5.5032,0.7861,0.3568,0.1986,0.0235,-0.0446,-0.0023,386.2705,-22.65,48.6,-46.35,5.8,-53.69,-18.61,2.0,0.97637,71.703,35.779266,-78.684,267.74,NaN,,56.05,22.580645,347.4,16 / 20,437921,2018-03-12 16:28:36:815
1.4945,6.9216,6.8114,1.7247,7.6539,5.8834,0.0075,-0.3203,0.8725,-0.0192,-0.0111,-0.0124,395.6486,-21.0,47.4,-42.0,7.29,-51.41,-16.29,2.0,0.97639,72.042,35.779266,-78.684,267.74,NaN,,56.05,22.580645,347.4,16 / 20,438421,2018-03-12 16:28:37:315
0.8095,6.2079,7.5204,1.7234,7.6075,5.9435,0.738,-0.0295,0.4515,0.0554,-0.0207,0.0105,388.4246,-24.3,49.95,-39.75,10.17,-51.09,-16.15,2.0,0.97641,68.645,35.779266,-78.684,267.74,NaN,,56.05,22.580645,347.4,16 / 20,438921,2018-03-12 16:28:37:815
4.0667,8.0329,5.1062,1.8537,7.592,5.9241,0.5862,-0.3516,0.2785,0.0261,-4.0E-4,0.0196,389.9754,-24.45,49.8,-41.25,8.98,-50.73,-17.38,2.0,0.97644,67.211,35.779266,-78.684,267.74,NaN,,56.05,22.580645,347.4,16 / 20,439421,2018-03-12 16:28:38:315
1.8681,5.681,6.7061,2.0394,7.4112,6.0898,-0.1293,-1.6885,0.5884,0.0234,-0.0697,0.0308,382.5655,-23.85,49.5,-41.25,8.16,-49.09,-18.51,2.0,0.97645,66.522,35.779266,-78.684,267.74,NaN,,56.05,22.580645,347.4,16 / 20,439921,2018-03-12 16:28:38:815
3.4009,6.3037,6.1073,2.1021,7.2445,6.2665,0.8811,-0.7846,1.1296,0.0426,-0.0217,-0.0166,375.3416,-23.85,49.05,-40.35,8.56,-47.62,-18.54,2.0,0.97649,65.603,35.779266,-78.684,267.74,NaN,,56.05,22.580645,347.4,16 / 20,440420,2018-03-12 16:28:39:314
2.3806,5.4319,8.8376,2.1552,7.0185,6.5012,0.7253,-1.0343,1.9935,0.0064,-0.0212,-0.007,386.4562,-23.4,48.75,-41.25,7.4,-46.64,-18.58,2.0,0.97653,66.692,35.779266,-78.684,267.74,NaN,,56.05,22.580645,347.4,16 / 20,440920,2018-03-12 16:28:39:814
3.9853,6.9216,8.7035,2.172,7.0757,6.4333,1.0807,-0.651,2.2031,-0.1033,0.0864,-0.1008,380.7828,-24.0,48.6,-40.2,8.71,-45.86,-18.29,2.0,0.97662,66.373,35.779266,-78.684,267.74,NaN,,56.05,22.580645,347.4,16 / 20,441421,2018-03-12 16:28:40:315
3.8129,6.8258,7.8269,2.2824,6.879,6.6061,1.524,-0.1054,1.078,-0.0431,0.0118,0.0132,375.3416,-24.0,48.9,-42.6,7.15,-44.54,-19.06,2.0,0.97668,66.127,35.779266,-78.684,267.74,NaN,,56.05,22.580645,347.4,16 / 20,441921,2018-03-12 16:28:40:815
4.0045,7.1228,7.5012,2.257,6.7696,6.7267,0.4887,-1.118,1.5245,-0.0288,-0.0047,0.002,379.0465,-24.15,50.1,-40.35,8.44,-43.65,-18.55,2.0,0.97676,65.507,35.779266,-78.684,267.74,NaN,,56.05,22.580645,347.4,16 / 20,442421,2018-03-12 16:28:41:315
3.1614,5.8774,8.1814,2.2849,6.793,6.6936,1.1478,-0.6683,1.0035,0.0698,-0.0665,0.0494,384.4877,-23.55,50.4,-41.85,7.55,-43.84,-18.85,2.0,0.97682,67.605,35.779266,-78.684,267.74,NaN,,56.05,22.580645,347.4,16 / 20,442921,2018-03-12 16:28:41:815
3.8272,6.6294,7.7024,2.4569,6.6892,6.7371,0.8624,-0.7747,1.6996,0.0879,-0.0532,0.0382,329.7505,-22.35,48.45,-42.45,5.69,-43.35,-19.54,2.0,0.97687,68.537,35.779266,-78.684,267.74,NaN,,56.05,22.580645,347.4,16 / 20,443421,2018-03-12 16:28:42:315
4.1146,6.4618,7.6784,2.5267,6.6034,6.7956,1.2849,-0.5628,1.4592,0.0788,-0.0537,0.0659,391.1824,-21.3,48.0,-42.9,4.23,-42.41,-20.04,2.0,0.9769,68.764,35.779266,-78.684,267.74,NaN,,56.05,22.580645,347.4,16 / 20,443921,2018-03-12 16:28:42:815
3.2476,6.0402,8.1814,2.5158,6.5749,6.8273,1.6275,-0.1648,0.5014,-0.0101,-0.0356,0.0026,371.8688,-22.8,49.05,-39.6,6.61,-42.1,-20.23,2.0,0.97693,66.608,35.779266,-78.684,267.74,NaN,,56.05,22.580645,347.4,16 / 20,444420,2018-03-12 16:28:43:314
3.2381,5.7337,7.961,2.5691,6.5086,6.8709,0.7225,-0.7107,1.082,0.0437,-0.0394,0.0138,383.9584,-24.9,48.75,-38.4,8.7,-41.58,-20.5,2.0,0.97696,69.526,35.779266,-78.684,267.74,NaN,,56.05,22.580645,347.4,16 / 20,444920,2018-03-12 16:28:43:814
3.2429,6.0211,7.8269,2.5,6.4671,6.9352,0.8238,-0.4695,1.0419,-0.0139,0.0102,-0.0054,380.9686,-25.95,50.85,-39.6,8.98,-41.26,-19.82,2.0,0.97701,68.784,35.779266,-78.684,267.74,NaN,,56.05,22.580645,347.4,16 / 20,445421,2018-03-12 16:28:44:315
3.5782,6.251,7.6832,2.4756,6.4519,6.958,0.6081,-0.5514,0.8873,0.025,-0.0154,-0.0145,345.7771,-24.0,51.0,-40.65,7.16,-41.18,-19.81,2.0,0.97703,69.506,35.779266,-78.684,267.74,NaN,,56.05,22.580645,347.4,16 / 20,445921,2018-03-12 16:28:44:815
2.7399,5.9923,7.6689,2.477,6.4973,6.9152,0.3474,-0.4479,0.7589,-0.0075,0.0325,0.0239,373.2616,-23.55,49.95,-40.95,7.3,-41.41,-19.71,2.0,0.97704,67.603,35.779266,-78.684,267.74,NaN,,56.05,22.580645,347.4,16 / 20,446421,2018-03-12 16:28:45:315
2.898,6.1169,7.5204,2.4873,6.5147,6.8951,0.4302,-0.3787,0.6232,0.0042,0.0054,0.0138,379.7243,-24.0,50.4,-41.85,6.88,-41.63,-19.84,2.0,0.97704,67.652,35.779266,-78.684,267.74,NaN,,56.05,22.580645,347.4,16 / 20,446920,2018-03-12 16:28:45:814
2.5339,6.433,7.3336,2.4702,6.5258,6.8908,0.5407,0.196,0.6225,0.0181,-0.008,-0.0091,376.7344,-21.9,48.6,-41.85,5.5,-41.72,-19.72,2.0,0.97704,65.126,35.779266,-78.684,267.74,NaN,,56.05,22.580645,347.4,16 / 20,447421,2018-03-12 16:28:46:315
2.0166,7.0797,6.8929,2.4468,6.5535,6.8728,-0.4012,0.5109,0.1466,0.0016,-0.0143,-0.0171,383.9584,-23.4,49.05,-41.55,6.36,-41.93,-19.6,2.0,0.97703,65.511,35.779266,-78.684,267.74,NaN,,56.05,22.580645,347.4,16 / 20,447921,2018-03-12 16:28:46:815
1.9304,7.1084,6.8641,2.4437,6.56,6.8676,-0.5422,0.5236,0.1057,0.0042,-0.016,-0.0209,389.3997,-22.05,48.75,-41.55,5.59,-41.96,-19.59,2.0,0.97704,64.249,35.779266,-78.684,267.74,NaN,,56.05,22.580645,347.4,16 / 20,448421,2018-03-12 16:28:47:315
1.5951,7.2138,6.7204,2.4239,6.5735,6.8618,-0.6697,0.7245,0.1367,0.0026,0.0096,0.0111,384.4877,-23.55,49.95,-41.85,7.09,-42.04,-19.52,2.0,0.97703,64.603,35.779266,-78.684,267.74,NaN,,56.05,22.580645,347.4,16 / 20,448921,2018-03-12 16:28:47:815
1.6095,7.2521,6.7683,2.3895,6.5914,6.8567,-0.7814,0.6665,0.0922,0.0096,-0.0176,-0.0177,384.4877,-22.95,48.6,-42.6,6.29,-42.23,-19.21,2.0,0.97705,63.872,35.779266,-78.684,267.74,NaN,,56.05,22.580645,347.4,16 / 20,449421,2018-03-12 16:28:48:315
2.0741,7.3383,6.9982,2.3806,6.5958,6.8555,-0.4397,0.6533,0.1424,-0.0075,0.0096,0.0074,383.9584,-23.85,49.5,-42.0,7.35,-42.27,-19.15,2.0,0.97706,67.119,35.779266,-78.684,267.74,NaN,,56.05,22.580645,347.4,16 / 20,449921,2018-03-12 16:28:48:815
1.643,7.3383,7.027,2.3753,6.5986,6.8547,-0.749,0.7126,0.0068,-0.0022,0.0219,0.0106,380.2536,-22.65,49.65,-40.65,6.95,-42.29,-19.11,2.0,0.97705,65.693,35.779266,-78.684,267.74,NaN,,56.05,22.580645,347.4,16 / 20,450421,2018-03-12 16:28:49:315
1.2837,7.1515,6.8929,2.3497,6.6147,6.848,-0.701,0.7532,-0.0122,0.016,-0.0138,-0.0059,382.7514,-23.4,48.45,-42.45,6.89,-42.42,-18.94,2.0,0.97704,68.894,35.779266,-78.684,267.74,NaN,,56.05,22.580645,347.4,16 / 20,450922,2018-03-12 16:28:49:816
1.8969,7.5252,6.7492,2.3297,6.626,6.8439,-0.4774,0.8723,-0.0841,0.0021,0.008,0.017,386.4098,-25.35,48.6,-41.85,8.42,-42.5,-18.81,2.0,0.97706,71.161,35.779266,-78.684,267.74,NaN,,56.05,22.580645,347.4,16 / 20,451420,2018-03-12 16:28:50:314
1.4945,7.2952,7.027,2.2976,6.6434,6.8379,-0.7951,0.6556,0.1653,0.001,0.0075,0.0143,394.8873,-23.25,48.3,-41.85,7.14,-42.64,-18.57,2.0,0.97706,67.968,35.779266,-78.684,267.74,NaN,,56.05,22.580645,347.4,16 / 20,451920,2018-03-12 16:28:50:814
1.6095,7.3479,6.6917,2.2834,6.6507,6.8355,-0.7841,0.62,0.122,-0.0075,0.0155,0.0127,427.3953,-24.3,49.35,-41.85,7.9,-42.7,-18.47,2.0,0.97705,68.661,35.779266,-78.684,267.74,NaN,,56.05,22.580645,347.4,16 / 20,452420,2018-03-12 16:28:51:314
1.7388,7.3767,6.9599,2.2728,6.6564,6.8335,-0.7446,0.6178,0.0365,0.0016,0.0096,0.0106,425.6588,-23.1,48.75,-42.9,6.86,-42.75,-18.4,2.0,0.97703,66.64,35.779266,-78.684,267.74,NaN,,56.05,22.580645,347.4,16 / 20,452921,2018-03-12 16:28:51:815
1.3221,7.1898,6.8354,2.2616,6.6619,6.8319,-0.82,0.5913,0.0238,0.016,-0.0042,0.0074,416.5129,-23.25,49.35,-41.85,7.24,-42.79,-18.32,2.0,0.97703,69.96,35.779266,-78.684,267.74,NaN,,56.05,22.580645,347.4,16 / 20,453421,2018-03-12 16:28:52:315
1.8394,7.506,6.9024,2.2482,6.6688,6.8296,-0.8156,0.5574,-0.0393,-0.0085,0.0107,0.009,416.5129,-22.35,48.75,-42.0,6.5,-42.8,-18.28,2.0,0.97703,68.433,35.779266,-78.684,267.74,NaN,,56.05,22.580645,347.4,16 / 20,453921,2018-03-12 16:28:52:815
1.3795,7.2042,6.8066,2.233,6.674,6.8295,-0.4052,0.8238,0.0119,-0.0144,0.0059,-0.0033,418.9642,-24.0,49.35,-41.4,8.49,-42.89,-18.11,2.0,0.97704,70.618,35.779266,-78.684,267.74,NaN,,56.05,22.580645,347.4,16 / 20,454421,2018-03-12 16:28:53:315
1.7388,7.391,6.9982,2.2226,6.6799,6.8271,-0.6044,0.6517,0.0863,-0.0155,0.0048,-0.0076,418.9642,-24.3,49.65,-42.3,8.11,-42.93,-18.03,2.0,0.97705,69.447,35.779266,-78.684,267.74,NaN,,56.05,22.580645,347.4,16 / 20,454921,2018-03-12 16:28:53:815
1.5137,7.3144,6.6534,2.2167,6.6837,6.8253,-0.6569,0.6337,0.0022,-0.0096,-0.001,-0.0155,417.2278,-22.2,48.3,-42.3,6.77,-42.97,-17.99,2.0,0.97706,67.737,35.779266,-78.684,267.74,NaN,,56.05,22.580645,347.4,16 / 20,455421,2018-03-12 16:28:54:315
1.5807,7.3431,7.0318,2.2102,6.6856,6.8255,-0.5507,0.7081,-0.1214,0.0074,-5.0E-4,0.0074,412.9937,-22.95,47.85,-42.3,7.58,-42.97,-17.95,2.0,0.97706,66.933,35.779266,-78.684,267.74,NaN,,56.05,22.580645,347.4,16 / 20,455921,2018-03-12 16:28:54:815
1.6957,7.3815,6.7108,2.1985,6.6901,6.8249,-0.5084,0.69,-0.1066,-5.0E-4,0.0091,0.0084,412.9937,-23.25,48.6,-41.4,7.89,-43.02,-17.86,2.0,0.97707,69.568,35.779266,-78.684,267.74,NaN,,56.05,22.580645,347.4,16 / 20,456421,2018-03-12 16:28:55:315
1.4993,7.2377,7.0701,2.1858,6.6977,6.8216,-0.6745,0.5569,0.1842,-0.0059,0.0128,0.0127,413.5229,-21.75,48.75,-41.25,7.18,-43.08,-17.77,2.0,0.97707,67.498,35.779266,-78.684,267.74,NaN,,56.05,22.580645,347.4,16 / 20,456921,2018-03-12 16:28:55:815
1.8585,7.5012,6.754,2.1797,6.7017,6.8196,-0.6826,0.5711,0.0716,-0.0053,0.0075,0.0074,412.9937,-23.25,48.3,-41.85,7.73,-43.11,-17.72,2.0,0.97708,68.246,35.779266,-78.684,267.74,NaN,,56.05,22.580645,347.4,16 / 20,457421,2018-03-12 16:28:56:315
1.3891,7.2234,6.7635,2.1739,6.704,6.8192,-0.4868,0.7097,0.0439,-0.0181,0.0032,-0.0129,340.7165,-23.4,48.75,-40.35,8.34,-43.13,-17.68,2.0,0.97708,65.667,35.779266,-78.684,267.74,NaN,,56.05,22.580645,347.4,16 / 20,457921,2018-03-12 16:28:56:815
1.619,7.3383,7.0749,2.165,6.7079,6.8181,-0.5634,0.624,0.1996,-0.0139,-0.0016,-0.0177,302.1173,-23.25,48.6,-42.3,7.73,-43.16,-17.62,2.0,0.97707,70.026,35.779266,-78.684,267.74,NaN,,56.05,22.580645,347.4,16 / 20,458421,2018-03-12 16:28:57:315
1.5568,7.3336,6.6965,2.1499,6.716,6.8149,-0.6302,0.5782,0.2179,0.0117,-0.0064,0.001,315.0147,-22.95,48.9,-39.75,8.43,-43.21,-17.56,2.0,0.97713,71.067,35.779266,-78.684,267.74,NaN,,56.05,22.580645,347.4,16 / 20,458920,2018-03-12 16:28:57:814
1.734,7.4246,7.0078,2.1468,6.7163,6.8156,-0.5679,0.6192,-0.0394,-0.0043,0.0123,0.0154,302.5352,-22.2,48.3,-40.65,7.45,-43.23,-17.48,2.0,0.97716,69.194,35.779266,-78.684,267.74,NaN,,56.05,22.580645,347.4,16 / 20,459421,2018-03-12 16:28:58:315
1.2646,7.3671,6.6821,2.1335,6.724,6.8122,-0.7425,0.7264,-0.0729,-0.0165,0.0251,0.0074,301.3745,-21.0,51.6,-40.8,6.44,-43.29,-17.39,2.0,0.97721,69.237,35.779266,-78.684,267.74,NaN,,56.05,22.580645,347.4,16 / 20,459920,2018-03-12 16:28:58:814
0.9293,7.4054,6.615,2.0172,6.8036,6.7685,-0.944,0.7024,-0.1226,-0.0144,0.0096,-0.0017,405.2868,-22.8,48.75,-40.35,9.08,-43.93,-16.6,2.0,0.97724,66.845,35.779266,-78.684,267.74,NaN,,56.05,22.580645,347.4,16 / 20,460421,2018-03-12 16:28:59:315
1.3412,7.5922,6.7348,1.9976,6.8152,6.7626,-0.6882,0.7702,-0.0844,0.0255,-0.0213,-0.0065,400.3285,-22.8,48.0,-40.05,9.26,-44.0,-16.48,2.0,0.97726,68.233,35.779266,-78.684,267.74,NaN,,56.05,22.580645,347.4,16 / 20,460920,2018-03-12 16:28:59:814
1.5807,7.3144,6.9599,1.98,6.8291,6.7538,-0.4122,0.4851,0.1731,-0.0117,0.0043,0.0042,396.6237,-23.1,49.5,-41.55,8.54,-44.14,-16.32,2.0,0.97726,67.23,35.779266,-78.684,267.74,NaN,,56.05,22.580645,347.4,16 / 20,461421,2018-03-12 16:29:00:315
1.7963,7.2857,6.8929,1.9878,6.827,6.7536,-0.1743,0.4623,0.1534,0.0213,-0.0218,-0.0054,396.6237,-22.35,48.45,-40.8,8.19,-44.12,-16.4,2.0,0.97726,70.277,35.779266,-78.684,267.74,NaN,,56.05,22.580645,347.4,16 / 20,461921,2018-03-12 16:29:00:815
1.7005,7.209,6.7683,1.9951,6.8235,6.755,-0.2113,0.4252,0.157,-0.0235,0.0229,0.0079,396.6237,-21.75,50.1,-41.25,7.99,-44.09,-16.46,2.0,0.97725,68.007,35.779266,-78.684,267.74,NaN,,56.05,22.580645,347.4,16 / 20,462421,2018-03-12 16:29:01:315
1.643,7.0653,6.7396,1.9982,6.8234,6.7541,-0.1157,0.4352,0.2608,0.0042,-0.0112,-0.0091,402.297,-22.65,48.9,-40.65,8.83,-44.09,-16.48,2.0,0.97726,66.914,35.779266,-78.684,267.74,NaN,,56.05,22.580645,347.4,16 / 20,462921,2018-03-12 16:29:01:815
1.71,7.0701,6.7635,2.0026,6.8256,6.7507,-0.2745,0.262,0.0293,0.0058,5.0E-4,0.0021,398.3599,-22.35,49.5,-40.8,7.94,-44.11,-16.52,2.0,0.97726,66.551,35.779266,-78.684,267.74,NaN,,56.05,22.580645,347.4,16 / 20,463420,2018-03-12 16:29:02:314
1.7053,7.0653,7.0893,2.003,6.8254,6.7507,-0.1199,0.4002,0.1482,-0.007,0.0,-0.0091,396.6237,-21.75,48.75,-40.05,8.35,-44.11,-16.52,2.0,0.97727,66.515,35.779266,-78.684,267.74,NaN,,56.05,22.580645,347.4,16 / 20,463921,2018-03-12 16:29:02:815
1.7627,7.4629,6.8114,1.9958,6.8307,6.7475,-0.4855,0.4831,0.0452,0.0245,-0.0245,-0.0033,412.9937,-21.3,48.45,-41.25,7.35,-44.15,-16.48,2.0,0.97726,64.902,35.779266,-78.684,267.74,NaN,,56.05,22.580645,347.4,16 / 20,464421,2018-03-12 16:29:03:315
1.6334,7.3336,6.6725,1.9924,6.8291,6.7501,-0.4269,0.4495,0.1362,-0.0075,0.0144,0.0111,445.0189,-21.0,47.7,-42.0,7.06,-44.14,-16.44,2.0,0.97727,68.126,35.779266,-78.684,267.74,NaN,,56.05,22.580645,347.4,16 / 20,464921,2018-03-12 16:29:03:815
1.4179,7.2042,6.7156,1.9909,6.8325,6.7472,-0.5089,0.4071,0.0219,-0.0118,-0.0021,-0.0128,422.1398,-21.3,49.05,-42.0,6.99,-44.16,-16.44,2.0,0.97727,65.692,35.779266,-78.684,267.74,NaN,,56.05,22.580645,347.4,4 / 20,465421,2018-03-12 16:29:04:315
1.437,7.2904,6.7779,1.9879,6.8336,6.7469,-0.1193,0.6572,0.1361,0.0122,-0.0064,-0.0054,420.4034,-22.8,48.75,-41.25,8.88,-44.17,-16.42,2.0,0.97725,67.252,35.779266,-78.684,267.74,NaN,,56.05,22.580645,347.4,14 / 20,465921,2018-03-12 16:29:04:815
1.4418,7.2234,6.9408,1.9839,6.8369,6.7447,-0.4633,0.4445,0.153,-0.0102,5.0E-4,-0.0075,420.4034,-20.85,48.6,-39.75,7.64,-44.19,-16.39,2.0,0.97726,66.028,35.779266,-78.684,267.74,NaN,,56.05,22.580645,347.4,14 / 20,466421,2018-03-12 16:29:05:315
